country_id,indicator_id,value,version,change_note,review_status,tags,source_url
SWE,I03,"Common
A personal identity number (personnummer) is assigned through the population register and is used as an identifier not only when dealing with government authorities but also when interacting with private companies. Official guidance describes it as the standard identifier across society, supporting routine transactions and administrative processes and enabling updates to propagate through register-based services. This makes the personal identifier a practical common key across public and private domains.",2026/2/4,Initial baseline | Sources normalised to government-first (batch lift 2026-02-10-4),published,common;personnummer,"[""https://www.swedenconnect.se/en""]"
SWE,I04,"Partial
Sweden Connect provides a national framework (SAML/OIDC profiles and attribute specifications) to support interoperable exchange of identity assertions and attributes within the federation, including processes for binding identities to population-register records. However, this is primarily an eID federation interoperability layer and does not constitute a single nationwide administrative data exchange layer spanning all domains.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,sweden-connect;attributes;federation,"[""https://www.digg.se/digitala-tjanster/e-legitimering/om-diggs-avtal-och-infrastruktur-inom-elektronisk-identifiering/sweden-connect---diggs-infrastruktur-for-e-legitimering"", ""https://www.swedenconnect.se/en""]"
SWE,I05,"Yes
Sweden issues an approved physical ID card from the Swedish Tax Agency; the card can include Swedish e‑identification from AB Svenska Pass for accessing Tax Agency e‑services. Under the national e‑identification framework, recognised eID means are reused across public e‑services, supported by Digg’s Sweden Connect infrastructure for secure eID transactions. The card‑plus‑eID arrangement enables institutional online identification and signing.",2026/2/4,"Initial baseline | Sources normalised to government-first (batch lift 2026-02-10-4); I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,id-card,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/swedishtaxagencyidentitycards.4.7da1d2e118be03f8e4f30bb.html""]"
SWE,I06,"Nationwide
Under the national eID framework, approved providers (e.g., BankID mobile, Freja+) deliver smartphone identity used widely for public e‑services and regulated private transactions. The ecosystem is supported by the Sweden Connect infrastructure for secure eID transactions.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,nationwide;bankid;mobile,"[""https://www.elegitimation.se/en/obtaining-e-identification"", ""https://www.swedenconnect.se/en""]"
SWE,I07,"Planned 
Sweden plans to introduce a digital driving licence under the new EU directive, with national implementation scheduled by 2030. A nationwide ISO/IEC 18013‑5 issuance programme has not yet started, so the mDL remains in a planned posture.",2026/2/4,I07 sources updated to Transportstyrelsen; description harmonised (≈ I02 JPN length); batch 2026-02-10,published,planned;eu-wallet;mdl,"[""https://www.transportstyrelsen.se/sv/om-oss/pressrum/nyhetsarkiv/2025/digitalt-korkort--en-av-flera-forandringar-som-vantar-svenska-forare/""]"
SWE,I08,"Multiple
Authentication ecosystem includes BankID, Freja+ and eID on Tax Agency-issued ID card under the Svensk e-legitimation framework.",2026/2/4,Initial baseline,published,authentication;multiple,"[""https://www.elegitimation.se/en/obtaining-e-identification""]"
SWE,I09,"Procurement
Swedish public-sector cloud adoption is largely procurement-driven, using framework agreements and requiring compliance with data protection and security expectations; authorities report challenges around cloud contracting and compliance.",2026/2/4,Finalize I09 wording; remove needs-review,published,procurement;framework-agreements;cloud,"[""https://www.avropa.se/globalassets/forstudierapporter-vt--it/forstudierapport-webbaserat-kontorsstod2.pdf"", ""https://www.imy.se/globalassets/dokument/rapporter/rapport---anvandning-av-molntjanster-inom-offentlig-sektor-.pdf""]"
SWE,I10,"Adequacy
GDPR applies (EU member state).",2026/2/4,Initial baseline,published,gdpr;privacy,"[""https://eur-lex.europa.eu/eli/reg/2016/679/oj""]"
SWE,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.skatteverket.se/servicelankar/otherlanguages/englishengelska/individualsandemployees/livinginsweden/populationregistrationcertificates.4.361dc8c15312eff6fd117b6.html"", ""https://www.government.se/government-of-sweden/ministry-for-foreign-affairs/diplomatic-portal/diplomatic-guide/7.-international-organisations/7.2-the-national-population-register""]"
USA,I01,"None
No administrative population register; population statistics rely on the decennial census and sample surveys rather than a continuous resident register.",2026/2/4,Update I01 sources and detail (classification unchanged).,published,none;federalism,"[""https://www.usa.gov/census-data"", ""https://unstats.un.org/unsd/demographic-social/sconcerns/population_registers/""]"
USA,I02,"No
There is no nationwide resident register or population register that supports cross-cutting reference of address-linked core attributes. Population statistics rely on the decennial census, and administrative identity records are fragmented across federal and state systems; no unified nationwide backbone exists for verifying core particulars derived from resident registration.",2026/2/4,I02 detail expanded for consistent explanatory depth (definition refined; see README).,published,none,"[""https://www.usa.gov/what-is-social-security""]"
USA,I03,"Common
A Social Security Number was created to track earnings for benefits, but official historical analysis notes that its use expanded substantially and it came to be used as a nearly universal identifier. In practice, it is widely requested for employment reporting, benefits eligibility, and a broad range of identity-related record linkage in both public administration and private economic activity. This positions the identifier as a de facto common key across domains, even if its original statutory purpose was narrower.",2026/2/4,Initial baseline,published,ssn;employment;benefits,"[""https://www.ssa.gov/pubs/EN-05-10096.pdf""]"
USA,I04,"Partial
Login.gov operates as a federal shared service for authentication and identity verification that can deliver user attributes to participating agencies through federation protocols (OIDC/SAML), with documented attribute sets available for relying parties. This supports cross-agency reuse of verified attributes, but the overall model remains a federated identity-and-attribute service rather than a single nationwide administrative data exchange layer across all levels of government.",2026/2/4,I04 sources normalised to government-first; detail aligned to verified-attribute/data-exchange definition.,published,federation;attributes;shared-service,"[""https://developers.login.gov/attributes/"", ""https://developers.login.gov/""]"
USA,I05,"No
The United States has no federal national ID card; identity documents are issued by states (driver’s licences/ID) and by federal agencies for specific purposes (e.g., passports). Digital government authentication is account‑based via Login.gov with mandatory multi‑factor authentication, while mobile driver’s licences are accepted by TSA only under specific programmes at participating airports. Accordingly, there is no nationwide physical national ID card that provides card‑resident eID/signature for online reuse.",2026/2/4,"Initial baseline; I05 detail harmonised (2–4 sentence paragraph), translations aligned; government-first sources kept (batch 2026-02-10)",published,no-national-id,"[""https://www.usa.gov/what-is-social-security""]"
USA,I06,"Partial
The United States has no federal national mobile‑ID; federal services use account‑based authentication via Login.gov, while mobile IDs are state‑led and not uniform. Consequently, there is no single nationwide smartphone credential covering administrative domains.",2026/2/4,"I06 aligned to locked definition; detail harmonised (2–4 sentence, 1 paragraph); government-first sources; batch 2026-02-10",published,partial;smartphone;login-gov,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
USA,I07,"Pilot
Mobile driver’s licences in the United States are issued by states, and TSA accepts approved mDLs at participating checkpoints under defined programmes and airport deployments. This constitutes limited and programme‑based acceptance rather than a single nationwide mDL recognised across all administrative domains.",2026/2/4,I06 definition/classification restored; I07 definition/classification aligned; I07 details expanded (2–4 sentence); sources normalised (government-first); batch 2026-02-10,published,pilot;mdl;tsa,"[""https://www.tsa.gov/realid/realid-mobile-drivers-license-mdls"", ""https://www.nccoe.nist.gov/projects/digital-identities-mdl""]"
USA,I08,"Yes
Login.gov provides a government-wide account and MFA-based authentication for participating agencies.",2026/2/4,Initial baseline,published,authentication;mfa,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
USA,I09,"Procurement
FedRAMP provides a government-wide approach to security assessment/authorization for cloud services used by federal agencies.",2026/2/4,Initial baseline,published,procurement;fedramp,"[""https://www.fedramp.gov/"", ""https://www.gsa.gov/technology/government-it-initiatives/fedramp""]"
USA,I10,"Partial
No single federal comprehensive privacy law; EU adequacy exists only for US organisations participating in the EU-US Data Privacy Framework.",2026/2/4,Initial baseline,published,privacy;no-adequacy,"[""https://commission.europa.eu/law/law-topic/data-protection/international-dimension-data-protection/adequacy-decisions_en""]"
USA,I11,"Yes
Key milestones captured in events.csv",2026/2/4,Initial baseline,published,timeline,"[""https://www.login.gov/"", ""https://developers.login.gov/overview/""]"
